order_id,order_ts,customer_id,region,channel,product_sku,product_name,category,quantity,unit_price_usd,discount_pct,order_status,shipping_days
ORD-002568,04/29/2025,CUST-01252,NORTH AMERICA,wholesale,SKU-1047,2000pc Star Chart,puzzles,-1,31.48,0.10,completed,7
ORD-000547,06/03/2025,CUST-01381,APAC,retail,SKU-1253,1000pc Coastline,Puzzles,2,28.58,0.00,cancelled,4
ORD-001735,02/28/2025,CUST-01124,North America,wholesale,SKU-1277,Bundle Case,Trading Cards,2,15.93,0.10,cancelled,3
ORD-000350,2025-09-29 08:27:28,CUST-00587,LATAM,partner,SKU-1168,Card Sleeves,ACCESSORIES,1,$26.87,0.00,completed,2
ORD-002769,2026-06-15 07:57:51,CUST-01412,EMEA,PARTNER,SKU-1093,Expansion Key,digital,4,54.19,0.00,refunded,14
ORD-002683,2026-01-21 04:47:48,CUST-01792,APAC,partner,SKU-1002,Bundle Case,Trading Cards,1,$70.29,0.15,pending,20
ORD-001211,2025-09-24 12:13:19,CUST-01366,APAC,wholesale,SKU-1089,Season Pass,Digital,1,$36.52,0.00,cancelled,17
ORD-004051,01/09/2026,CUST-01694,EMEA,retail,SKU-1273,Signal Fire,Board Games,1,58.76,0.00,pending,20
ORD-002264,12/10/2025,CUST-00873,APAC,online,SKU-1070,Dungeon Delve,BOARD GAMES,1,76.32,0.00,pending,3
ORD-004690,2026-03-09 10:45:52,CUST-00386,APAC,online,SKU-1390,Signal Fire,Board Games,1,79.10,0.00,refunded,9
ORD-002596,2025-06-01 11:43:47,CUST-00197,LATAM,online,SKU-1291,Card Sleeves,Accessories,1,37.65,0.10,completed,8
ORD-000801,04-Aug-2025,CUST-00557,EMEA,wholesale,SKU-1108,Expansion Key,Digital,12,12.99,0.20,cancelled,17
ORD-000430,2025-06-14 02:22:28,CUST-00247,LATAM,retail,SKU-1135,Collector Box,Trading Cards,3,220.65,0.20,cancelled,11
ORD-000472,04-Feb-2026,CUST-01653,North America,  partner ,SKU-1054,Dice Set,Accessories,1,30.28,0.15,completed,17
ORD-000860,04/27/2026,,LATAM,wholesale,SKU-1098,Expansion Key,digital,1,42.40,0.05,completed,18
ORD-001666,16-Apr-2025,CUST-00215,APAC,online,SKU-1267,Card Sleeves,accessories,1,26.63,0.00,completed,18
ORD-002330,06/05/2026,CUST-01726,EMEA,partner,SKU-1233,Dice Set,Accessories,8,26.78,0.00,refunded,15
ORD-002837,2025-06-28 08:46:48,CUST-01719,emea,PARTNER,SKU-1330,Warband Set,Miniatures,1,55.46,0.05,cancelled,9
ORD-000707,2026-04-19T22:30:44Z,CUST-01643,NORTH AMERICA,wholesale,SKU-1331,Expansion Key,Digital,4,55.42,0.00,cancelled,11
ORD-000408,2026-05-29 08:22:07,CUST-00651,latam,online,SKU-1172,Promo Tin,Trading Cards,5,90.00,0.00,cancelled,9
ORD-002826,2025-10-20 17:21:05,CUST-01414,North America,partner,SKU-1184,Card Sleeves,Accessories,12,27.73,0.00,completed,10
ORD-004556,2025-04-17 19:16:56,CUST-00391,North America,retail,SKU-1301,2000pc Star Chart,Puzzles,3,26.01,0.05,pending,8
ORD-002281,26-Jul-2025,CUST-00741,North America,wholesale,SKU-1338,Promo Tin,Trading Cards,2,110.70,0.10,completed,1
ORD-000171,17-Aug-2025,CUST-01427,North America,partner,SKU-1168,1000pc Coastline,Puzzles,2,20.73,0.00,cancelled,8
ORD-004345,04/13/2026,CUST-00549,  APAC ,retail,SKU-1376,Paint Set,MINIATURES,1,34.02,0.00,cancelled,12
ORD-001141,2026-01-09 12:54:46,CUST-00187,LATAM,partner,SKU-1234,Playmat,  Accessories ,5,38.10,0.00,cancelled,11
ORD-002998,2026-04-21 18:23:43,CUST-00294,  LATAM ,retail,SKU-1353,2000pc Star Chart,Puzzles,1,20.21,0.00,completed,1
ORD-004002,2025-01-12 21:39:38,CUST-01458,LATAM,online,SKU-1235,1000pc Coastline,Puzzles,-1,23.08,0.20,cancelled,12
ORD-000459,04/25/2025,CUST-01571,APAC,retail,SKU-1207,Warband Set,Miniatures,1,44.08,0.00,pending,14
ORD-001779,2026-02-08 02:34:14,CUST-01725,APAC,WHOLESALE,SKU-1398,Dungeon Delve,Board Games,2,49.23,0.20,pending,18
ORD-001708,2025-03-26 04:01:43,CUST-01745,APAC,online,SKU-1397,Deck Box,Accessories,2,$19.50,0.00,completed,2
ORD-003854,12-Sep-2025,CUST-00983,EMEA,  partner ,SKU-1029,Booster Pack,TRADING CARDS,2,88.12,0.00,refunded,21
ORD-002653,10-Nov-2025,CUST-01515,North America,wholesale,SKU-1262,Castle Siege,BOARD GAMES,4,35.16,0.00,pending,3
ORD-001879,01/04/2026,CUST-00227,North America,online,SKU-1006,Terrain Kit,Miniatures,2,49.62,0.00,pending,19
ORD-003314,03/08/2026,CUST-01592,APAC,partner,SKU-1329,Deck Box,Accessories,3,26.29,0.05,refunded,16
ORD-004852,04/24/2026,CUST-00955,EMEA,partner,SKU-1371,1000pc Coastline,Puzzles,2,33.94,0.20,completed,12
ORD-000595,2025-05-30 19:49:33,CUST-00902,North America,partner,SKU-1060,Harvest Moon Valley,  Board Games ,3,33.78,0.00,cancelled,11
ORD-001262,2025-10-27 03:52:35,CUST-00377,APAC,partner,SKU-1302,1000pc Coastline,Puzzles,1,$17.66,0.20,cancelled,14
ORD-004798,12/24/2025,CUST-01791,LATAM,partner,SKU-1080,Promo Tin,trading cards,3,78.42,0.00,completed,9
ORD-001663,09/04/2025,CUST-00767,APAC,online,SKU-1029,Season Pass,  Digital ,1,33.26,0.00,pending,4
ORD-004357,2025-08-21T22:42:34Z,CUST-01169,APAC,online,SKU-1023,Trade Winds,Board Games,1,57.64,0.00,refunded,8
ORD-003444,07/28/2025,CUST-00511,NORTH AMERICA,retail,SKU-1149,Dungeon Delve,Board Games,1,22.27,0.00,completed,16
ORD-001937,2026-04-12 12:42:30,CUST-00318,EMEA,partner,SKU-1135,Signal Fire,Board Games,1,51.81,0.00,completed,2
ORD-000115,03/28/2025,CUST-01387,North America,online,SKU-1370,Dungeon Delve,board games,1,38.45,0.10,cancelled,14
ORD-000397,2026-06-22T10:06:21Z,CUST-00962,LATAM,PARTNER,SKU-1026,Paint Set,Miniatures,1,120.24,0.15,pending,21
ORD-001746,06/27/2025,CUST-00616,EMEA,online,SKU-1151,Bundle Case,Trading Cards,2,225.76,0.00,pending,3
ORD-004619,2025-10-05 19:17:09,CUST-00258,  LATAM ,RETAIL,SKU-1356,Terrain Kit,Miniatures,5,143.56,0.00,cancelled,3
ORD-002944,11-Mar-2025,CUST-01070,APAC,,SKU-1182,Expansion Key,Digital,1,10.96,0.00,completed,11
ORD-003380,2025-08-02 13:44:51,,EMEA,  partner ,SKU-1089,500pc Night Market,PUZZLES,12,25.16,0.10,refunded,6
ORD-003642,13-Feb-2025,CUST-01743,  EMEA ,retail,SKU-1155,Collector Box,Trading Cards,1,139.37,0.00,cancelled,16
ORD-002076,2026-04-10 08:52:12,CUST-00708,LATAM,retail,SKU-1055,Cosmetic Bundle,Digital,2,55.68,0.00,pending,2
ORD-001981,2025-08-27 21:37:42,CUST-00215,APAC,retail,SKU-1342,Dungeon Delve,Board Games,2,39.07,0.10,completed,2
ORD-001237,03/15/2026,CUST-00679,LATAM,online,SKU-1178,Signal Fire,BOARD GAMES,2,49.45,0.00,cancelled,3
ORD-002104,2025-12-27 00:03:06,CUST-00903,LATAM,ONLINE,SKU-1275,1000pc Coastline,Puzzles,1,24.41,0.15,pending,18
ORD-004850,2026-01-05 20:47:30,CUST-00978,LATAM,retail,SKU-1328,Booster Pack,Trading Cards,1,11.52,0.15,completed,4
ORD-003363,01-Jun-2026,,EMEA,retail,SKU-1215,Bundle Case,Trading Cards,2,171.40,0.00,cancelled,21
ORD-004975,19-Aug-2025,CUST-01759,North America,partner,SKU-1088,Warband Set,Miniatures,4,136.86,0.05,refunded,15
ORD-002063,2025-11-18 15:05:12,CUST-00617,North America,online,SKU-1067,1000pc Coastline,Puzzles,1,31.04,0.00,completed,13
ORD-003908,17-Aug-2025,CUST-01087,North America,retail,SKU-1146,500pc Night Market,Puzzles,-5,33.46,0.10,cancelled,9
ORD-004568,2026-05-02T03:16:07Z,CUST-01071,EMEA,partner,SKU-1180,Terrain Kit,Miniatures,4,65.68,0.05,pending,21
ORD-003058,01/17/2025,CUST-00707,APAC,retail,SKU-1388,Deck Box,Accessories,1,22.34,0.25,pending,15
ORD-004557,2025-09-23T19:37:05Z,CUST-01585,LATAM,retail,SKU-1345,Harvest Moon Valley,board games,3,53.00,0.00,refunded,1
ORD-000256,2025-05-28 03:50:49,CUST-01194,apac,partner,SKU-1362,Starter Deck,Trading Cards,3,109.49,0.00,refunded,11
ORD-002911,2025-10-01 19:02:46,CUST-00310,EMEA,partner,SKU-1352,Paint Set,MINIATURES,-2,62.46,0.00,pending,11
ORD-004695,03/16/2025,CUST-01377,NORTH AMERICA,retail,SKU-1146,Expansion Key,Digital,2,6.09,0.20,pending,14
ORD-004940,12/20/2025,CUST-00102,APAC,  retail ,SKU-1304,Deck Box,Accessories,1,22.02,0.00,refunded,18
ORD-004384,18-Feb-2026,CUST-00011,EMEA,online,SKU-1027,Promo Tin,Trading Cards,2,211.52,0.00,completed,15
ORD-003998,22-Jan-2025,CUST-00877,North America,online,SKU-1316,Expansion Key,  Digital ,2,13.77,0.05,pending,11
ORD-003432,03-Jul-2025,CUST-00065,LATAM,  online ,SKU-1047,Booster Pack,Trading Cards,1,38.30,0.20,pending,5
ORD-001563,2026-01-06 02:58:24,CUST-00858,North America,online,SKU-1170,1000pc Coastline,Puzzles,2,$22.44,0.00,completed,10
ORD-004296,05/08/2026,CUST-01382,EMEA,retail,SKU-1183,2000pc Star Chart,Puzzles,2,16.72,0.00,cancelled,13
ORD-004661,2026-05-25 09:00:13,CUST-01305,EMEA,online,SKU-1363,Expansion Key,Digital,1,33.74,0.00,completed,5
ORD-002917,09/10/2025,CUST-00390,North America,wholesale,SKU-1231,Expansion Key,Digital,3,55.25,0.00,completed,20
ORD-002771,2025-11-12T04:49:35Z,CUST-01036,North America,  online ,SKU-1137,Castle Siege,Board Games,2,53.51,0.00,pending,13
ORD-002171,09/21/2025,CUST-01097,North America,partner,SKU-1020,Bundle Case,Trading Cards,1,61.83,0.20,refunded,7
ORD-001428,2025-12-02 02:30:05,CUST-00838,EMEA,partner,SKU-1331,Starter Deck,Trading Cards,1,156.14,0.20,pending,1
ORD-002138,12/18/2025,CUST-00168,APAC,RETAIL,SKU-1184,2000pc Star Chart,PUZZLES,4,33.16,0.00,refunded,19
ORD-003570,2025-04-10 04:42:33,CUST-01578,LATAM,online,SKU-1190,Trade Winds,Board Games,1,77.12,0.15,cancelled,1
ORD-001668,11/15/2025,CUST-00928,LATAM,wholesale,SKU-1388,Season Pass,Digital,1,8.96,0.00,refunded,12
ORD-004414,06-Jun-2025,CUST-00014,APAC,online,SKU-1098,1000pc Coastline,Puzzles,2,30.85,0.00,completed,16
ORD-004612,01/07/2025,CUST-00824,EMEA,retail,SKU-1376,Hero Blister,Miniatures,2,49.53,0.00,cancelled,14
ORD-002501,01/22/2026,CUST-01046,NORTH AMERICA,retail,SKU-1329,Hero Blister,Miniatures,4,70.38,0.05,pending,21
ORD-002929,30-Jul-2025,CUST-00395,LATAM,online,SKU-1327,Expansion Key,Digital,1,37.67,0.00,refunded,10
ORD-000904,05/06/2025,CUST-00048,EMEA,wholesale,SKU-1285,Castle Siege,Board Games,3,$70.07,0.00,cancelled,5
ORD-000158,2025-02-16T20:34:17Z,CUST-01422,NORTH AMERICA,online,SKU-1054,Cosmetic Bundle,Digital,12,1.20,0.00,pending,20
ORD-003290,2025-04-20T10:00:32Z,CUST-00342,North America,wholesale,SKU-1063,Dungeon Delve,Board Games,1,25.94,0.00,cancelled,3
ORD-001089,2025-11-12 17:05:09,CUST-01447,North America,wholesale,SKU-1047,1000pc Coastline,Puzzles,4,18.41,0.00,pending,21
ORD-004691,2025-02-08 18:39:12,CUST-01703,APAC,partner,SKU-1168,Hero Blister,miniatures,2,135.94,0.00,pending,12
ORD-000607,06/30/2025,CUST-01758,EMEA,online,SKU-1141,2000pc Star Chart,Puzzles,2,10.85,0.00,completed,2
ORD-000764,2026-01-21 03:06:48,CUST-01059,LATAM,retail,SKU-1211,Hero Blister,Miniatures,2,41.07,0.00,refunded,19
ORD-001875,22-Mar-2026,CUST-00027,North America,partner,SKU-1116,Promo Tin,Trading Cards,1,$113.52,0.25,pending,4
ORD-003673,2025-04-28 11:48:00,CUST-00792,EMEA,online,SKU-1246,Cosmetic Bundle,Digital,3,24.98,0.00,cancelled,15
ORD-000559,28-Feb-2025,CUST-00416,North America,partner,SKU-1129,Cosmetic Bundle,Digital,1,21.60,0.00,refunded,13
ORD-004980,04/16/2025,CUST-00418,LATAM,retail,SKU-1048,Starter Deck,Trading Cards,3,$172.54,0.10,completed,10
ORD-002612,2025-09-30 13:27:54,CUST-00459,APAC,online,SKU-1131,Deck Box,accessories,2,8.24,0.25,cancelled,20
ORD-001628,05/26/2026,CUST-01727,APAC,wholesale,SKU-1358,Deck Box,Accessories,1,23.90,0.00,pending,15
ORD-002879,2025-12-10 22:43:02,CUST-00771,APAC,wholesale,SKU-1129,1000pc Coastline,  Puzzles ,2,11.22,0.05,refunded,8
ORD-003791,2025-12-19 10:58:21,CUST-00466,EMEA,retail,SKU-1278,Promo Tin,Trading Cards,4,216.13,0.00,pending,8
ORD-002049,2025-01-29 18:24:02,CUST-00770,North America,wholesale,SKU-1236,Expansion Key,  Digital ,2,51.78,0.00,cancelled,11
ORD-003443,2025-08-13 21:57:50,CUST-01312,APAC,wholesale,SKU-1082,Cosmetic Bundle,Digital,1,13.72,0.20,cancelled,21
ORD-004188,03/10/2025,CUST-01391,  North America ,retail,SKU-1347,Booster Pack,Trading Cards,2,240.14,0.15,refunded,6
ORD-002306,21-Feb-2026,CUST-01164,emea,wholesale,SKU-1363,Season Pass,Digital,1,54.77,0.15,cancelled,11
ORD-004542,2025-09-18 07:30:43,CUST-00431,LATAM,wholesale,SKU-1005,Starter Deck,trading cards,1,183.51,0.00,pending,2
ORD-000245,2025-05-26 19:46:24,CUST-00898,LATAM,online,SKU-1352,1000pc Coastline,Puzzles,2,26.52,0.00,pending,11
ORD-001357,04/21/2026,CUST-00987,LATAM,partner,SKU-1159,Playmat,Accessories,2,6.12,0.00,completed,17
ORD-002478,07-Jul-2025,CUST-01213,LATAM,online,SKU-1066,Card Sleeves,Accessories,1,35.15,0.00,cancelled,13
ORD-002342,22-May-2025,CUST-00005,APAC,ONLINE,SKU-1076,500pc Night Market,Puzzles,3,19.32,0.00,completed,19
ORD-004596,2025-12-26 18:50:41,CUST-00918,APAC,retail,SKU-1103,Cosmetic Bundle,Digital,1,41.85,0.15,pending,8
ORD-004756,2025-09-28 15:30:26,CUST-00692,  North America ,online,SKU-1241,Harvest Moon Valley,Board Games,1,25.55,0.00,pending,7
ORD-000296,2025-12-22 11:10:14,CUST-01576,North America,partner,SKU-1080,1000pc Coastline,Puzzles,4,13.27,0.25,refunded,12
ORD-001786,2025-07-25 20:10:02,CUST-00019,North America,wholesale,SKU-1385,Signal Fire,Board Games,3,35.16,0.10,refunded,2
ORD-000605,28-Jun-2025,CUST-00711,EMEA,partner,SKU-1144,Card Sleeves,Accessories,2,15.89,0.10,completed,19
ORD-001923,03/22/2025,CUST-00368,EMEA,online,SKU-1190,Playmat,ACCESSORIES,-3,26.88,0.00,refunded,18
ORD-002241,2025-02-10 06:45:00,CUST-01609,LATAM,wholesale,SKU-1136,Castle Siege,board games,1,27.96,0.00,refunded,15
ORD-002115,2025-07-09 04:14:13,CUST-00807,APAC,online,SKU-1122,1000pc Coastline,Puzzles,8,27.62,0.00,pending,5
ORD-003265,2025-05-14 09:41:05,CUST-00993,North America,retail,SKU-1228,Warband Set,Miniatures,4,149.60,0.00,completed,8
ORD-001370,2025-12-02T19:12:25Z,CUST-01269,north america,  wholesale ,SKU-1219,Playmat,ACCESSORIES,2,21.09,0.05,refunded,21
ORD-002508,2025-12-09 04:48:44,CUST-00757,LATAM,online,SKU-1360,Cosmetic Bundle,Digital,-8,59.09,0.00,completed,1
ORD-003948,2025-01-11 19:41:41,CUST-01745,APAC,online,SKU-1353,1000pc Coastline,Puzzles,1,12.13,0.00,pending,16
ORD-000328,2025-05-09 00:09:05,CUST-00349,North America,retail,SKU-1338,Dice Set,Accessories,3,8.84,0.05,cancelled,7
ORD-002979,2025-08-23 18:12:31,CUST-00977,APAC,online,SKU-1202,Trade Winds,board games,3,49.63,0.10,cancelled,18
ORD-004577,02/13/2026,CUST-00396,LATAM,partner,SKU-1123,Hero Blister,MINIATURES,1,143.74,0.00,completed,16
ORD-000200,2025-09-08T01:41:40Z,CUST-01010,emea,wholesale,SKU-1206,Season Pass,Digital,1,18.46,0.00,completed,2
ORD-001107,2025-09-27 23:43:48,CUST-00240,North America,wholesale,SKU-1119,Trade Winds,Board Games,1,36.19,0.00,pending,11
ORD-004017,19-Apr-2025,CUST-00029,EMEA,  partner ,SKU-1308,Warband Set,Miniatures,1,135.35,0.00,completed,16
ORD-004670,2025-10-07 19:54:44,CUST-00051,North America,partner,SKU-1292,Playmat,Accessories,1,11.20,0.00,completed,17
ORD-001669,2025-10-27 23:14:51,CUST-00839,LATAM,ONLINE,SKU-1132,Deck Box,Accessories,1,18.16,0.00,completed,16
ORD-004613,2025-09-04 13:09:05,CUST-00810,LATAM,wholesale,SKU-1073,Expansion Key,Digital,1,8.66,0.15,cancelled,15
ORD-000209,2025-11-16 18:03:19,CUST-01017,North America,  partner ,SKU-1195,Bundle Case,Trading Cards,3,22.74,0.25,refunded,11
ORD-004858,2025-04-19 20:29:50,CUST-01528,North America,wholesale,SKU-1226,Bundle Case,Trading Cards,1,177.78,0.00,cancelled,20
ORD-003362,03/05/2025,CUST-01539,North America,online,SKU-1080,Terrain Kit,Miniatures,3,$134.05,0.00,completed,7
ORD-003019,2025-07-31 16:35:32,CUST-01006,LATAM,retail,SKU-1068,1000pc Coastline,Puzzles,1,$19.81,0.15,cancelled,9
ORD-003781,2025-07-18 11:50:36,CUST-00557,EMEA,wholesale,SKU-1172,500pc Night Market,Puzzles,1,18.38,0.00,completed,1
ORD-004721,01-Apr-2026,CUST-01402,EMEA,partner,SKU-1316,2000pc Star Chart,Puzzles,2,22.92,0.25,refunded,1
ORD-003260,2026-06-30 00:45:39,CUST-01601,North America,partner,SKU-1222,Dice Set,Accessories,3,27.92,0.00,pending,12
ORD-000762,2025-09-26 05:25:36,CUST-01527,North America,partner,SKU-1310,Promo Tin,Trading Cards,2,170.20,0.00,pending,19
ORD-004223,03/07/2026,CUST-01056,APAC,wholesale,SKU-1180,Expansion Key,  Digital ,2,55.87,0.00,refunded,3
ORD-003303,2025-09-05 14:45:00,CUST-00743,APAC,wholesale,SKU-1139,Collector Box,Trading Cards,1,26.27,0.10,refunded,16
ORD-002334,08/17/2025,CUST-00617,LATAM,PARTNER,SKU-1196,Collector Box,Trading Cards,1,65.84,0.00,refunded,3
ORD-001243,2026-01-08 08:51:01,CUST-01540,  APAC ,online,SKU-1118,Deck Box,Accessories,3,26.27,0.00,cancelled,19
ORD-000744,10/23/2025,CUST-00275,North America,partner,SKU-1363,Dice Set,Accessories,1,9.88,0.00,refunded,2
ORD-002323,2025-06-30 11:42:52,CUST-00211,LATAM,retail,SKU-1021,Bundle Case,Trading Cards,3,166.68,0.00,refunded,15
ORD-004039,2025-10-06 02:17:19,CUST-01512,LATAM,online,SKU-1220,Promo Tin,Trading Cards,1,45.98,0.00,completed,5
ORD-000026,04/22/2025,CUST-01781,North America,retail,SKU-1033,Expansion Key,Digital,2,7.19,0.10,pending,1
ORD-004244,2025-06-25 17:07:19,CUST-01581,LATAM,wholesale,SKU-1105,Dice Set,Accessories,2,6.93,0.00,pending,20
ORD-003063,12/12/2025,CUST-00303,apac,online,SKU-1040,Expansion Key,Digital,1,55.14,0.20,refunded,17
ORD-004159,07/09/2025,CUST-01544,EMEA,partner,SKU-1255,2000pc Star Chart,puzzles,1,30.70,0.00,pending,
ORD-001118,2025-05-27 11:06:27,CUST-01312,LATAM,PARTNER,SKU-1369,Harvest Moon Valley,Board Games,5,71.16,0.05,cancelled,12
ORD-001360,2026-03-23 03:22:39,CUST-00139,north america,partner,SKU-1060,Promo Tin,Trading Cards,1,92.26,0.00,pending,19
ORD-001496,28-Apr-2025,CUST-01131,LATAM,partner,SKU-1264,Cosmetic Bundle,DIGITAL,1,29.75,0.00,refunded,20
ORD-003359,07/14/2025,CUST-00627,EMEA,  online ,SKU-1394,Season Pass,Digital,2,48.39,0.05,cancelled,13
ORD-003787,2026-06-06 10:59:08,CUST-00696,LATAM,retail,SKU-1063,Bundle Case,Trading Cards,1,65.16,0.10,completed,21
ORD-003726,25-Sep-2025,CUST-00968,LATAM,wholesale,SKU-1332,Dungeon Delve,Board Games,2,43.51,0.10,cancelled,11
ORD-001198,2025-01-20 17:01:22,CUST-00557,North America,wholesale,SKU-1197,Deck Box,Accessories,1,23.09,0.00,pending,16
ORD-004376,2025-03-29 05:11:38,CUST-01572,APAC,retail,SKU-1178,2000pc Star Chart,Puzzles,1,30.32,0.00,completed,2
ORD-003455,30-Mar-2026,CUST-00802,APAC,WHOLESALE,SKU-1159,Season Pass,DIGITAL,1,50.35,0.25,cancelled,
ORD-003004,2025-10-06 00:07:22,CUST-00169,LATAM,online,SKU-1146,2000pc Star Chart,  Puzzles ,1,17.33,0.00,refunded,7
ORD-002950,2025-12-26T15:21:08Z,CUST-00068,LATAM,wholesale,SKU-1237,Expansion Key,Digital,1,48.33,0.00,cancelled,2
ORD-002574,06/17/2025,CUST-00923,LATAM,retail,SKU-1254,Hero Blister,  Miniatures ,-1,121.23,0.10,refunded,13
ORD-000666,02/04/2025,CUST-01517,  North America ,wholesale,SKU-1306,Season Pass,Digital,3,54.20,0.00,pending,13
ORD-003406,2026-02-25T19:40:16Z,CUST-00673,EMEA,retail,SKU-1255,Bundle Case,Trading Cards,3,86.57,0.00,pending,4
ORD-000614,2025-05-23T17:14:26Z,CUST-00190,APAC,online,SKU-1276,Dungeon Delve,Board Games,1,$64.06,0.00,pending,6
ORD-004150,03/02/2025,CUST-00463,EMEA,online,SKU-1144,Season Pass,Digital,3,39.83,0.00,cancelled,8
ORD-000317,05/13/2026,CUST-00093,APAC,wholesale,SKU-1165,2000pc Star Chart,PUZZLES,1,17.00,0.05,completed,14
ORD-004130,2025-02-21 12:49:33,CUST-00128,  North America ,online,SKU-1125,Playmat,ACCESSORIES,1,15.78,0.00,refunded,1
ORD-001504,2025-06-13T03:00:59Z,CUST-01762,EMEA,ONLINE,SKU-1370,Signal Fire,  Board Games ,1,58.47,0.10,refunded,15
ORD-003828,2026-02-05 15:28:28,CUST-00336,North America,partner,SKU-1282,Paint Set,MINIATURES,2,105.11,0.20,completed,11
ORD-001811,12/13/2025,CUST-00508,North America,retail,SKU-1068,1000pc Coastline,Puzzles,1,16.62,0.00,completed,5
ORD-000031,06/19/2026,CUST-00193,North America,retail,SKU-1016,Hero Blister,Miniatures,3,60.17,0.05,pending,9
ORD-001733,2025-04-13 19:29:42,CUST-01516,latam,  online ,SKU-1075,Card Sleeves,Accessories,1,39.60,0.05,cancelled,21
ORD-002904,2025-07-20 11:23:34,CUST-00500,LATAM,partner,SKU-1147,Season Pass,Digital,4,13.10,0.00,refunded,2
ORD-004893,2026-06-19 06:04:25,CUST-01562,LATAM,RETAIL,SKU-1345,Card Sleeves,Accessories,2,21.91,0.10,completed,10
ORD-002038,2025-03-31 23:18:44,CUST-01368,APAC,partner,SKU-1215,1000pc Coastline,Puzzles,3,27.28,0.00,completed,4
ORD-004761,2026-04-18 01:12:50,CUST-01091,  EMEA ,  partner ,SKU-1312,Castle Siege,Board Games,4,59.20,0.05,completed,18
ORD-002894,2026-02-09 08:55:19,CUST-00264,North America,partner,SKU-1175,Dice Set,Accessories,3,19.31,0.00,refunded,16
ORD-002482,2026-03-11 03:53:33,CUST-01548,EMEA,retail,SKU-1281,Harvest Moon Valley,Board Games,1,39.33,0.00,completed,16
ORD-002102,2025-01-26 12:02:22,CUST-01755,APAC,retail,SKU-1012,Season Pass,digital,4,12.89,0.05,cancelled,12
ORD-000989,10-May-2025,CUST-00588,North America,online,SKU-1218,Dungeon Delve,Board Games,1,63.44,0.00,completed,9
ORD-003926,2025-09-29 12:52:14,CUST-00334,EMEA,RETAIL,SKU-1234,Signal Fire,Board Games,2,15.39,0.00,completed,11
ORD-001197,10/26/2025,CUST-01095,EMEA,WHOLESALE,SKU-1337,Signal Fire,Board Games,2,16.71,0.10,refunded,5
ORD-001602,2026-02-07 07:50:20,CUST-01052,  LATAM ,  online ,SKU-1169,Promo Tin,Trading Cards,1,195.12,0.00,completed,18
ORD-003305,05/19/2026,CUST-00661,North America,RETAIL,SKU-1345,Hero Blister,Miniatures,4,108.53,0.00,pending,1
ORD-000314,14-Dec-2025,CUST-00048,North America,RETAIL,SKU-1368,Terrain Kit,Miniatures,1,149.90,0.00,refunded,3
ORD-002446,2025-05-24 10:09:37,CUST-01504,North America,retail,SKU-1244,Bundle Case,Trading Cards,4,157.03,0.00,cancelled,18
ORD-001022,2025-11-02T11:54:38Z,CUST-00469,APAC,wholesale,SKU-1398,Signal Fire,Board Games,5,74.50,0.00,pending,10
ORD-000726,2025-11-25 23:49:02,CUST-01782,North America,wholesale,SKU-1195,Promo Tin,Trading Cards,5,12.78,0.00,cancelled,13
ORD-000699,02/02/2026,CUST-01512,  North America ,partner,SKU-1033,Expansion Key,Digital,3,54.37,0.10,cancelled,14
ORD-003175,2025-10-19T09:41:28Z,CUST-01266,EMEA,online,SKU-1167,1000pc Coastline,Puzzles,2,30.72,0.10,completed,17
ORD-001843,2025-06-15 01:13:13,CUST-00401,LATAM,retail,SKU-1363,Starter Deck,Trading Cards,1,92.84,0.00,pending,11
ORD-003235,2025-10-31 21:09:22,,EMEA,online,SKU-1351,Harvest Moon Valley,Board Games,3,58.19,0.00,cancelled,5
ORD-000890,2026-01-17 15:08:25,CUST-00951,  EMEA ,  wholesale ,SKU-1013,Harvest Moon Valley,Board Games,4,15.99,0.10,completed,13
ORD-000956,2025-11-29 03:21:23,CUST-00574,EMEA,partner,SKU-1376,Terrain Kit,Miniatures,1,137.67,0.00,pending,14
ORD-002848,2025-07-05 12:01:05,CUST-00787,north america,partner,SKU-1085,Season Pass,Digital,1,59.78,0.20,refunded,16
ORD-004614,2026-06-06 10:39:00,CUST-01445,North America,partner,SKU-1385,Dungeon Delve,Board Games,2,76.85,0.05,cancelled,5
ORD-000569,04/04/2025,CUST-01685,APAC,partner,SKU-1161,Expansion Key,Digital,1,35.82,0.00,pending,18
ORD-001247,01/14/2025,CUST-01677,APAC,wholesale,SKU-1072,Hero Blister,  Miniatures ,8,51.28,0.00,refunded,17
ORD-001285,2025-08-26 01:49:43,CUST-00209,apac,online,SKU-1246,Collector Box,  Trading Cards ,2,172.24,0.00,cancelled,8
ORD-004575,01/29/2025,CUST-01561,EMEA,online,SKU-1363,Bundle Case,  Trading Cards ,2,14.17,0.10,cancelled,13
ORD-004109,2025-05-18 11:49:23,CUST-00239,  North America ,wholesale,SKU-1024,2000pc Star Chart,Puzzles,2,22.13,0.00,completed,2
ORD-004566,2025-04-21 06:16:48,CUST-01656,LATAM,online,SKU-1368,Terrain Kit,Miniatures,1,130.03,0.00,completed,13
ORD-004355,2025-01-10 16:39:34,CUST-00927,LATAM,wholesale,SKU-1215,Dice Set,Accessories,-1,17.44,0.00,refunded,13
ORD-001011,2026-01-19 05:35:01,CUST-01184,LATAM,PARTNER,SKU-1134,Dice Set,Accessories,5,33.47,0.00,refunded,12
